Result,Margin,Runs/Wickets,Home/Away,Ground,Match Date,Match Month,Match Year,Match Period,Matches,Country,Opponent Team
Won,28,runs,Home,Sharjah,13-04-2001,Apr,2001,Apr-01,1,Pakistan,SriLanka
Won,7,wickets,Away,Sharjah,15-04-2001,Apr,2001,Apr-01,1,Pakistan,NewZealand
Lost,77,runs,Home,Sharjah,20-04-2001,Apr,2001,Apr-01,1,Pakistan,SriLanka
Won,108,runs,Away,Birmingham,07-06-2001,Jun,2001,Jun-01,1,Pakistan,England
Lost,7,wickets,Away,Cardiff,09-06-2001,Jun,2001,Jun-01,1,Pakistan,Australia
Won,2,runs,Away,Lord's,12-06-2001,Jun,2001,Jun-01,1,Pakistan,England
Won,36,runs,Away,Nottingham,19-06-2001,Jun,2001,Jun-01,1,Pakistan,Australia
Lost,9,wickets,Away,Lord's,23-06-2001,Jun,2001,Jun-01,1,Pakistan,Australia
Lost,7,wickets,Home,Sharjah,27-10-2001,Oct,2001,Oct-01,1,Pakistan,SriLanka
Won,106,runs,Home,Sharjah,28-10-2001,Oct,2001,Oct-01,1,Pakistan,Zimbabwe
Won,29,runs,Home,Sharjah,31-10-2001,Oct,2001,Oct-01,1,Pakistan,Zimbabwe
Won,7,wickets,Home,Sharjah,02-11-2001,Nov,2001,Nov-01,1,Pakistan,SriLanka
Won,5,wickets,Home,Sharjah,04-11-2001,Nov,2001,Nov-01,1,Pakistan,SriLanka
Won,49,runs,Away,Chattogram,22-01-2002,Jan,2002,Jan-02,1,Pakistan,Bangladesh
Won,72,runs,Away,Dhaka,24-01-2002,Jan,2002,Jan-02,1,Pakistan,Bangladesh
Won,8,wickets,Away,Dhaka,25-01-2002,Jan,2002,Jan-02,1,Pakistan,Bangladesh
Won,4,wickets,Home,Sharjah,14-02-2002,Feb,2002,Feb-02,1,Pakistan,WestIndies
Won,51,runs,Home,Sharjah,15-02-2002,Feb,2002,Feb-02,1,Pakistan,WestIndies
Lost,110,runs,Home,Sharjah,17-02-2002,Feb,2002,Feb-02,1,Pakistan,WestIndies
Lost,41,runs,Home,Sharjah,08-04-2002,Apr,2002,Apr-02,1,Pakistan,SriLanka
Won,51,runs,Away,Sharjah,11-04-2002,Apr,2002,Apr-02,1,Pakistan,NewZealand
Lost,9,runs,Home,Sharjah,12-04-2002,Apr,2002,Apr-02,1,Pakistan,SriLanka
Won,8,wickets,Away,Sharjah,15-04-2002,Apr,2002,Apr-02,1,Pakistan,NewZealand
Won,217,runs,Home,Sharjah,17-04-2002,Apr,2002,Apr-02,1,Pakistan,SriLanka
Won,153,runs,Home,Karachi,21-04-2002,Apr,2002,Apr-02,1,Pakistan,NewZealand
Won,3,wickets,Home,Rawalpindi,24-04-2002,Apr,2002,Apr-02,1,Pakistan,NewZealand
Won,66,runs,Home,Lahore,27-04-2002,Apr,2002,Apr-02,1,Pakistan,NewZealand
Lost,7,wickets,Away,Melbourne (Docklands),12-06-2002,Jun,2002,Jun-02,1,Pakistan,Australia
Won,2,wickets,Away,Melbourne (Docklands),15-06-2002,Jun,2002,Jun-02,1,Pakistan,Australia
Won,91,runs,Away,Brisbane,19-06-2002,Jun,2002,Jun-02,1,Pakistan,Australia
Lost,54,runs,Home,Tangier,12-08-2002,Aug,2002,Aug-02,1,Pakistan,SouthAfrica
Won,28,runs,Home,Tangier,14-08-2002,Aug,2002,Aug-02,1,Pakistan,SriLanka
Lost,39,runs,Home,Tangier,17-08-2002,Aug,2002,Aug-02,1,Pakistan,SriLanka
Lost,8,runs,Home,Tangier,18-08-2002,Aug,2002,Aug-02,1,Pakistan,SouthAfrica
Won,4,wickets,Away,Nairobi (Gym),29-08-2002,Aug,2002,Aug-02,1,Pakistan,Kenya
Lost,224,runs,Away,Nairobi (Gym),30-08-2002,Aug,2002,Aug-02,1,Pakistan,Australia
Won,7,wickets,Away,Nairobi (Gym),01-09-2002,Sep,2002,Sep-02,1,Pakistan,Kenya
Lost,9,wickets,Away,Nairobi (Gym),04-09-2002,Sep,2002,Sep-02,1,Pakistan,Australia
Lost,8,wickets,Away,Colombo (RPS),12-09-2002,Sep,2002,Sep-02,1,Pakistan,SriLanka
Won,9,wickets,Away,Colombo (SSC),21-09-2002,Sep,2002,Sep-02,1,Pakistan,Netherlands
Won,7,runs,Away,Bulawayo,23-11-2002,Nov,2002,Nov-02,1,Pakistan,Zimbabwe
Won,104,runs,Away,Bulawayo,24-11-2002,Nov,2002,Nov-02,1,Pakistan,Zimbabwe
Won,48,runs,Away,Harare,27-11-2002,Nov,2002,Nov-02,1,Pakistan,Zimbabwe
Won,8,wickets,Away,Harare,30-11-2002,Nov,2002,Nov-02,1,Pakistan,Zimbabwe
Won,70,runs,Away,Harare,01-12-2002,Dec,2002,Dec-02,1,Pakistan,Zimbabwe
Lost,132,runs,Away,Durban,08-12-2002,Dec,2002,Dec-02,1,Pakistan,SouthAfrica
Won,182,runs,Away,Port Elizabeth,11-12-2002,Dec,2002,Dec-02,1,Pakistan,SouthAfrica
Lost,62,runs,Away,East London,13-12-2002,Dec,2002,Dec-02,1,Pakistan,SouthAfrica
Lost,9,wickets,Away,Paarl,16-12-2002,Dec,2002,Dec-02,1,Pakistan,SouthAfrica
Lost,34,runs,Away,Cape Town,18-12-2002,Dec,2002,Dec-02,1,Pakistan,SouthAfrica
Lost,82,runs,Away,Johannesburg,11-02-2003,Feb,2003,Feb-03,1,Pakistan,Australia
Won,171,runs,Away,Kimberley,16-02-2003,Feb,2003,Feb-03,1,Pakistan,Namibia
Lost,112,runs,Away,Cape Town,22-02-2003,Feb,2003,Feb-03,1,Pakistan,England
Won,97,runs,Away,Paarl,25-02-2003,Feb,2003,Feb-03,1,Pakistan,Netherlands
Lost,6,wickets,Away,Centurion,01-03-2003,Mar,2003,Mar-03,1,Pakistan,India
Won,68,runs,Home,Sharjah,03-04-2003,Apr,2003,Apr-03,1,Pakistan,Zimbabwe
Won,7,wickets,Home,Sharjah,04-04-2003,Apr,2003,Apr-03,1,Pakistan,SriLanka
Won,143,runs,Away,Sharjah,08-04-2003,Apr,2003,Apr-03,1,Pakistan,Kenya
Won,8,wickets,Home,Sharjah,10-04-2003,Apr,2003,Apr-03,1,Pakistan,Zimbabwe
Won,79,runs,Away,Dambulla,10-05-2003,May,2003,May-03,1,Pakistan,SriLanka
Lost,7,wickets,Away,Dambulla,11-05-2003,May,2003,May-03,1,Pakistan,NewZealand
Lost,12,runs,Away,Dambulla,18-05-2003,May,2003,May-03,1,Pakistan,SriLanka
Won,22,runs,Away,Dambulla,20-05-2003,May,2003,May-03,1,Pakistan,NewZealand
Lost,4,wickets,Away,Dambulla,23-05-2003,May,2003,May-03,1,Pakistan,NewZealand
Won,2,wickets,Away,Manchester,17-06-2003,Jun,2003,Jun-03,1,Pakistan,England
Lost,7,wickets,Away,The Oval,20-06-2003,Jun,2003,Jun-03,1,Pakistan,England
Lost,4,wickets,Away,Lord's,22-06-2003,Jun,2003,Jun-03,1,Pakistan,England
Won,137,runs,Home,Multan,09-09-2003,Sep,2003,Sep-03,1,Pakistan,Bangladesh
Won,74,runs,Home,Faisalabad,12-09-2003,Sep,2003,Sep-03,1,Pakistan,Bangladesh
Won,42,runs,Home,Lahore,15-09-2003,Sep,2003,Sep-03,1,Pakistan,Bangladesh
Won,5,wickets,Home,Rawalpindi,18-09-2003,Sep,2003,Sep-03,1,Pakistan,Bangladesh
Won,58,runs,Home,Karachi,21-09-2003,Sep,2003,Sep-03,1,Pakistan,Bangladesh
Won,8,runs,Home,Lahore,03-10-2003,Oct,2003,Oct-03,1,Pakistan,SouthAfrica
Won,42,runs,Home,Lahore,05-10-2003,Oct,2003,Oct-03,1,Pakistan,SouthAfrica
Lost,13,runs,Home,Faisalabad,07-10-2003,Oct,2003,Oct-03,1,Pakistan,SouthAfrica
Lost,6,wickets,Home,Rawalpindi,10-10-2003,Oct,2003,Oct-03,1,Pakistan,SouthAfrica
Lost,7,wickets,Home,Rawalpindi,12-10-2003,Oct,2003,Oct-03,1,Pakistan,SouthAfrica
Won,3,wickets,Home,Lahore,29-11-2003,Nov,2003,Nov-03,1,Pakistan,NewZealand
Won,124,runs,Home,Lahore,01-12-2003,Dec,2003,Dec-03,1,Pakistan,NewZealand
Won,51,runs,Home,Faisalabad,03-12-2003,Dec,2003,Dec-03,1,Pakistan,NewZealand
Won,7,wickets,Home,Rawalpindi,05-12-2003,Dec,2003,Dec-03,1,Pakistan,NewZealand
Won,49,runs,Home,Rawalpindi,07-12-2003,Dec,2003,Dec-03,1,Pakistan,NewZealand
Lost,4,wickets,Away,Auckland,03-01-2004,Jan,2004,Jan-04,1,Pakistan,NewZealand
Won,6,wickets,Away,Queenstown,07-01-2004,Jan,2004,Jan-04,1,Pakistan,NewZealand
Lost,7,wickets,Away,Christchurch,10-01-2004,Jan,2004,Jan-04,1,Pakistan,NewZealand
Lost,8,wickets,Away,Napier,14-01-2004,Jan,2004,Jan-04,1,Pakistan,NewZealand
Lost,4,runs,Away,Wellington,17-01-2004,Jan,2004,Jan-04,1,Pakistan,NewZealand
Lost,5,runs,Home,Karachi,13-03-2004,Mar,2004,Mar-04,1,Pakistan,India
Won,12,runs,Home,Rawalpindi,16-03-2004,Mar,2004,Mar-04,1,Pakistan,India
Won,4,wickets,Home,Peshawar,19-03-2004,Mar,2004,Mar-04,1,Pakistan,India
Lost,5,wickets,Home,Lahore,21-03-2004,Mar,2004,Mar-04,1,Pakistan,India
Lost,40,runs,Home,Lahore,24-03-2004,Mar,2004,Mar-04,1,Pakistan,India
Won,76,runs,Away,Colombo (SSC),17-07-2004,Jul,2004,Jul-04,1,Pakistan,Bangladesh
Won,173,runs,Away,Colombo (SSC),18-07-2004,Jul,2004,Jul-04,1,Pakistan,HongKong
Lost,7,wickets,Away,Colombo (RPS),21-07-2004,Jul,2004,Jul-04,1,Pakistan,SriLanka
Won,59,runs,Away,Colombo (RPS),25-07-2004,Jul,2004,Jul-04,1,Pakistan,India
Won,6,wickets,Away,Colombo (RPS),29-07-2004,Jul,2004,Jul-04,1,Pakistan,Bangladesh
Won,66,runs,Away,Amstelveen,21-08-2004,Aug,2004,Aug-04,1,Pakistan,India
Lost,17,runs,Away,Amstelveen,28-08-2004,Aug,2004,Aug-04,1,Pakistan,Australia
Lost,10,runs,Away,Lord's,04-09-2004,Sep,2004,Sep-04,1,Pakistan,Australia
Won,7,wickets,Away,Birmingham,14-09-2004,Sep,2004,Sep-04,1,Pakistan,Kenya
Won,3,wickets,Away,Birmingham,19-09-2004,Sep,2004,Sep-04,1,Pakistan,India
Lost,7,wickets,Home,Southampton,22-09-2004,Sep,2004,Sep-04,1,Pakistan,WestIndies
Won,144,runs,Home,Multan,30-09-2004,Sep,2004,Sep-04,1,Pakistan,Zimbabwe
Won,3,wickets,Home,Peshawar,03-10-2004,Oct,2004,Oct-04,1,Pakistan,Zimbabwe
Won,8,wickets,Home,Karachi,06-10-2004,Oct,2004,Oct-04,1,Pakistan,SriLanka
Won,6,wickets,Home,Lahore,14-10-2004,Oct,2004,Oct-04,1,Pakistan,SriLanka
Lost,119,runs,Home,Lahore,16-10-2004,Oct,2004,Oct-04,1,Pakistan,SriLanka
Won,6,wickets,Away,Kolkata,13-11-2004,Nov,2004,Nov-04,1,Pakistan,India
Lost,4,wickets,Away,Hobart,16-01-2005,Jan,2005,Jan-05,1,Pakistan,Australia
Won,6,wickets,Home,Brisbane,19-01-2005,Jan,2005,Jan-05,1,Pakistan,WestIndies
Lost,9,wickets,Away,Sydney,23-01-2005,Jan,2005,Jan-05,1,Pakistan,Australia
Lost,58,runs,Home,Adelaide,28-01-2005,Jan,2005,Jan-05,1,Pakistan,WestIndies
Won,3,wickets,Away,Perth,30-01-2005,Jan,2005,Jan-05,1,Pakistan,Australia
Won,30,runs,Home,Perth,01-02-2005,Feb,2005,Feb-05,1,Pakistan,WestIndies
Lost,18,runs,Away,Melbourne,04-02-2005,Feb,2005,Feb-05,1,Pakistan,Australia
Lost,31,runs,Away,Sydney,06-02-2005,Feb,2005,Feb-05,1,Pakistan,Australia
Lost,87,runs,Away,Kochi,02-04-2005,Apr,2005,Apr-05,1,Pakistan,India
Lost,58,runs,Away,Visakhapatnam,05-04-2005,Apr,2005,Apr-05,1,Pakistan,India
Won,106,runs,Away,Jamshedpur,09-04-2005,Apr,2005,Apr-05,1,Pakistan,India
Won,3,wickets,Away,Ahmedabad,12-04-2005,Apr,2005,Apr-05,1,Pakistan,India
Won,5,wickets,Away,Kanpur,15-04-2005,Apr,2005,Apr-05,1,Pakistan,India
Won,159,runs,Away,Delhi,17-04-2005,Apr,2005,Apr-05,1,Pakistan,India
Won,59,runs,Away,Kingstown,18-05-2005,May,2005,May-05,1,Pakistan,WestIndies
Won,40,runs,Away,Gros Islet,21-05-2005,May,2005,May-05,1,Pakistan,WestIndies
Won,22,runs,Away,Gros Islet,22-05-2005,May,2005,May-05,1,Pakistan,WestIndies
Lost,42,runs,Home,Lahore,10-12-2005,Dec,2005,Dec-05,1,Pakistan,England
Won,7,wickets,Home,Lahore,12-12-2005,Dec,2005,Dec-05,1,Pakistan,England
Won,165,runs,Home,Karachi,15-12-2005,Dec,2005,Dec-05,1,Pakistan,England
Won,13,runs,Home,Rawalpindi,19-12-2005,Dec,2005,Dec-05,1,Pakistan,England
Lost,6,runs,Home,Rawalpindi,21-12-2005,Dec,2005,Dec-05,1,Pakistan,England
Won,7,runs,Home,Peshawar,06-02-2006,Feb,2006,Feb-06,1,Pakistan,India
Lost,7,wickets,Home,Rawalpindi,11-02-2006,Feb,2006,Feb-06,1,Pakistan,India
Lost,5,wickets,Home,Lahore,13-02-2006,Feb,2006,Feb-06,1,Pakistan,India
Lost,5,wickets,Home,Multan,16-02-2006,Feb,2006,Feb-06,1,Pakistan,India
Lost,8,wickets,Home,Karachi,19-02-2006,Feb,2006,Feb-06,1,Pakistan,India
Won,4,wickets,Away,Colombo (RPS),19-03-2006,Mar,2006,Mar-06,1,Pakistan,SriLanka
Won,4,wickets,Away,Colombo (SSC),22-03-2006,Mar,2006,Mar-06,1,Pakistan,SriLanka
Won,6,wickets,Away,Abu Dhabi,18-04-2006,Apr,2006,Apr-06,1,Pakistan,India
Lost,51,runs,Away,Abu Dhabi,19-04-2006,Apr,2006,Apr-06,1,Pakistan,India
Won,5,wickets,Away,Edinburgh,27-06-2006,Jun,2006,Jun-06,1,Pakistan,Scotland
Won,7,wickets,Away,Lord's,02-09-2006,Sep,2006,Sep-06,1,Pakistan,England
Won,2,wickets,Away,Southampton,05-09-2006,Sep,2006,Sep-06,1,Pakistan,England
Lost,8,wickets,Away,Nottingham,08-09-2006,Sep,2006,Sep-06,1,Pakistan,England
Lost,3,wickets,Away,Birmingham,10-09-2006,Sep,2006,Sep-06,1,Pakistan,England
Won,4,wickets,Home,Jaipur,17-10-2006,Oct,2006,Oct-06,1,Pakistan,SriLanka
Lost,51,runs,Away,Mohali,25-10-2006,Oct,2006,Oct-06,1,Pakistan,NewZealand
Lost,124,runs,Home,Mohali,27-10-2006,Oct,2006,Oct-06,1,Pakistan,SouthAfrica
Won,2,wickets,Home,Faisalabad,07-12-2006,Dec,2006,Dec-06,1,Pakistan,WestIndies
Won,7,wickets,Home,Lahore,10-12-2006,Dec,2006,Dec-06,1,Pakistan,WestIndies
Lost,7,wickets,Home,Multan,13-12-2006,Dec,2006,Dec-06,1,Pakistan,WestIndies
Won,7,wickets,Home,Karachi,16-12-2006,Dec,2006,Dec-06,1,Pakistan,WestIndies
Lost,164,runs,Away,Centurion,04-02-2007,Feb,2007,Feb-07,1,Pakistan,SouthAfrica
Won,141,runs,Away,Durban,07-02-2007,Feb,2007,Feb-07,1,Pakistan,SouthAfrica
Lost,10,wickets,Away,Cape Town,11-02-2007,Feb,2007,Feb-07,1,Pakistan,SouthAfrica
Lost,9,wickets,Away,Johannesburg,14-02-2007,Feb,2007,Feb-07,1,Pakistan,SouthAfrica
Lost,54,runs,Away,Kingston,13-03-2007,Mar,2007,Mar-07,1,Pakistan,WestIndies
Lost,3,wickets,Away,Kingston,17-03-2007,Mar,2007,Mar-07,1,Pakistan,Ireland
Won,93,runs,Home,Kingston,21-03-2007,Mar,2007,Mar-07,1,Pakistan,Zimbabwe
Won,5,wickets,Home,Abu Dhabi,18-05-2007,May,2007,May-07,1,Pakistan,SriLanka
Won,98,runs,Home,Abu Dhabi,20-05-2007,May,2007,May-07,1,Pakistan,SriLanka
Lost,115,runs,Home,Abu Dhabi,22-05-2007,May,2007,May-07,1,Pakistan,SriLanka
Lost,45,runs,Home,Lahore,18-10-2007,Oct,2007,Oct-07,1,Pakistan,SouthAfrica
Won,25,runs,Home,Lahore,20-10-2007,Oct,2007,Oct-07,1,Pakistan,SouthAfrica
Won,6,wickets,Home,Faisalabad,23-10-2007,Oct,2007,Oct-07,1,Pakistan,SouthAfrica
Lost,7,wickets,Home,Multan,26-10-2007,Oct,2007,Oct-07,1,Pakistan,SouthAfrica
Lost,14,runs,Home,Lahore,29-10-2007,Oct,2007,Oct-07,1,Pakistan,SouthAfrica
Lost,5,wickets,Away,Guwahati,05-11-2007,Nov,2007,Nov-07,1,Pakistan,India
Won,4,wickets,Away,Mohali,08-11-2007,Nov,2007,Nov-07,1,Pakistan,India
Lost,46,runs,Away,Kanpur,11-11-2007,Nov,2007,Nov-07,1,Pakistan,India
Lost,6,wickets,Away,Gwalior,15-11-2007,Nov,2007,Nov-07,1,Pakistan,India
Won,31,runs,Away,Jaipur,18-11-2007,Nov,2007,Nov-07,1,Pakistan,India
Won,104,runs,Home,Karachi,21-01-2008,Jan,2008,Jan-08,1,Pakistan,Zimbabwe
Won,5,wickets,Home,Hyderabad (Sind),24-01-2008,Jan,2008,Jan-08,1,Pakistan,Zimbabwe
Won,37,runs,Home,Multan,27-01-2008,Jan,2008,Jan-08,1,Pakistan,Zimbabwe
Won,7,wickets,Home,Faisalabad,30-01-2008,Jan,2008,Jan-08,1,Pakistan,Zimbabwe
Won,7,wickets,Home,Sheikhupura,02-02-2008,Feb,2008,Feb-08,1,Pakistan,Zimbabwe
Won,152,runs,Home,Lahore,08-04-2008,Apr,2008,Apr-08,1,Pakistan,Bangladesh
Won,7,wickets,Home,Faisalabad,11-04-2008,Apr,2008,Apr-08,1,Pakistan,Bangladesh
Won,23,runs,Home,Lahore,13-04-2008,Apr,2008,Apr-08,1,Pakistan,Bangladesh
Won,7,wickets,Home,Multan,16-04-2008,Apr,2008,Apr-08,1,Pakistan,Bangladesh
Won,150,runs,Home,Karachi,19-04-2008,Apr,2008,Apr-08,1,Pakistan,Bangladesh
Won,70,runs,Away,Dhaka,08-06-2008,Jun,2008,Jun-08,1,Pakistan,Bangladesh
Lost,140,runs,Away,Dhaka,10-06-2008,Jun,2008,Jun-08,1,Pakistan,India
Won,25,runs,Away,Dhaka,14-06-2008,Jun,2008,Jun-08,1,Pakistan,India
Won,155,runs,Home,Karachi,24-06-2008,Jun,2008,Jun-08,1,Pakistan,HongKong
Lost,6,wickets,Home,Karachi,26-06-2008,Jun,2008,Jun-08,1,Pakistan,India
Lost,64,runs,Home,Karachi,29-06-2008,Jun,2008,Jun-08,1,Pakistan,SriLanka
Won,8,wickets,Home,Karachi,02-07-2008,Jul,2008,Jul-08,1,Pakistan,India
Won,10,wickets,Home,Karachi,04-07-2008,Jul,2008,Jul-08,1,Pakistan,Bangladesh
Won,4,wickets,Home,Abu Dhabi,12-11-2008,Nov,2008,Nov-08,1,Pakistan,WestIndies
Won,24,runs,Home,Abu Dhabi,14-11-2008,Nov,2008,Nov-08,1,Pakistan,WestIndies
Won,31,runs,Home,Abu Dhabi,16-11-2008,Nov,2008,Nov-08,1,Pakistan,WestIndies
Won,8,wickets,Home,Karachi,20-01-2009,Jan,2009,Jan-09,1,Pakistan,SriLanka
Lost,129,runs,Home,Karachi,21-01-2009,Jan,2009,Jan-09,1,Pakistan,SriLanka
Lost,234,runs,Home,Lahore,24-01-2009,Jan,2009,Jan-09,1,Pakistan,SriLanka
Won,4,wickets,Away,Dubai (DSC),22-04-2009,Apr,2009,Apr-09,1,Pakistan,Australia
Lost,6,wickets,Away,Dubai (DSC),24-04-2009,Apr,2009,Apr-09,1,Pakistan,Australia
Lost,27,runs,Away,Abu Dhabi,27-04-2009,Apr,2009,Apr-09,1,Pakistan,Australia
Lost,8,wickets,Away,Abu Dhabi,01-05-2009,May,2009,May-09,1,Pakistan,Australia
Won,7,wickets,Away,Abu Dhabi,03-05-2009,May,2009,May-09,1,Pakistan,Australia
Lost,36,runs,Away,Dambulla,30-07-2009,Jul,2009,Jul-09,1,Pakistan,SriLanka
Lost,6,wickets,Away,Dambulla,01-08-2009,Aug,2009,Aug-09,1,Pakistan,SriLanka
Lost,6,wickets,Away,Dambulla,03-08-2009,Aug,2009,Aug-09,1,Pakistan,SriLanka
Won,146,runs,Away,Colombo (RPS),07-08-2009,Aug,2009,Aug-09,1,Pakistan,SriLanka
Won,132,runs,Away,Colombo (RPS),09-08-2009,Aug,2009,Aug-09,1,Pakistan,SriLanka
Won,5,wickets,Home,Johannesburg,23-09-2009,Sep,2009,Sep-09,1,Pakistan,WestIndies
Won,54,runs,Away,Centurion,26-09-2009,Sep,2009,Sep-09,1,Pakistan,India
Lost,2,wickets,Away,Centurion,30-09-2009,Sep,2009,Sep-09,1,Pakistan,Australia
Lost,5,wickets,Away,Johannesburg,03-10-2009,Oct,2009,Oct-09,1,Pakistan,NewZealand
Won,138,runs,Away,Abu Dhabi,03-11-2009,Nov,2009,Nov-09,1,Pakistan,NewZealand
Lost,64,runs,Away,Abu Dhabi,06-11-2009,Nov,2009,Nov-09,1,Pakistan,NewZealand
Lost,7,runs,Away,Abu Dhabi,09-11-2009,Nov,2009,Nov-09,1,Pakistan,NewZealand
Lost,5,wickets,Away,Brisbane,22-01-2010,Jan,2010,Jan-10,1,Pakistan,Australia
Lost,140,runs,Away,Sydney,24-01-2010,Jan,2010,Jan-10,1,Pakistan,Australia
Lost,40,runs,Away,Adelaide,26-01-2010,Jan,2010,Jan-10,1,Pakistan,Australia
Lost,135,runs,Away,Perth,29-01-2010,Jan,2010,Jan-10,1,Pakistan,Australia
Lost,2,wickets,Away,Perth,31-01-2010,Jan,2010,Jan-10,1,Pakistan,Australia
Lost,16,runs,Away,Dambulla,15-06-2010,Jun,2010,Jun-10,1,Pakistan,SriLanka
Lost,3,wickets,Away,Dambulla,19-06-2010,Jun,2010,Jun-10,1,Pakistan,India
Won,139,runs,Away,Dambulla,21-06-2010,Jun,2010,Jun-10,1,Pakistan,Bangladesh
Lost,24,runs,Away,Chester-le-Street,10-09-2010,Sep,2010,Sep-10,1,Pakistan,England
Lost,4,wickets,Away,Leeds,12-09-2010,Sep,2010,Sep-10,1,Pakistan,England
Won,23,runs,Away,The Oval,17-09-2010,Sep,2010,Sep-10,1,Pakistan,England
Won,38,runs,Away,Lord's,20-09-2010,Sep,2010,Sep-10,1,Pakistan,England
Lost,121,runs,Away,Southampton,22-09-2010,Sep,2010,Sep-10,1,Pakistan,England
Lost,8,wickets,Home,Abu Dhabi,29-10-2010,Oct,2010,Oct-10,1,Pakistan,SouthAfrica
Won,1,wickets,Home,Abu Dhabi,31-10-2010,Oct,2010,Oct-10,1,Pakistan,SouthAfrica
Lost,2,runs,Home,Dubai (DSC),02-11-2010,Nov,2010,Nov-10,1,Pakistan,SouthAfrica
Won,1,wickets,Home,Dubai (DSC),05-11-2010,Nov,2010,Nov-10,1,Pakistan,SouthAfrica
Lost,57,runs,Home,Dubai (DSC),08-11-2010,Nov,2010,Nov-10,1,Pakistan,SouthAfrica
Lost,9,wickets,Away,Wellington,22-01-2011,Jan,2011,Jan-11,1,Pakistan,NewZealand
Won,43,runs,Away,Christchurch,29-01-2011,Jan,2011,Jan-11,1,Pakistan,NewZealand
Won,2,wickets,Away,Napier,01-02-2011,Feb,2011,Feb-11,1,Pakistan,NewZealand
Won,41,runs,Away,Hamilton,03-02-2011,Feb,2011,Feb-11,1,Pakistan,NewZealand
Lost,57,runs,Away,Auckland,05-02-2011,Feb,2011,Feb-11,1,Pakistan,NewZealand
Won,205,runs,Away,Hambantota,23-02-2011,Feb,2011,Feb-11,1,Pakistan,Kenya
Won,11,runs,Away,Colombo (RPS),26-02-2011,Feb,2011,Feb-11,1,Pakistan,SriLanka
Won,46,runs,Away,Colombo (RPS),03-03-2011,Mar,2011,Mar-11,1,Pakistan,Canada
Lost,110,runs,Away,Pallekele,08-03-2011,Mar,2011,Mar-11,1,Pakistan,NewZealand
Won,7,wickets,Home,Pallekele,14-03-2011,Mar,2011,Mar-11,1,Pakistan,Zimbabwe
Won,4,wickets,Away,Colombo (RPS),19-03-2011,Mar,2011,Mar-11,1,Pakistan,Australia
Won,10,wickets,Home,Dhaka,23-03-2011,Mar,2011,Mar-11,1,Pakistan,WestIndies
Lost,29,runs,Away,Mohali,30-03-2011,Mar,2011,Mar-11,1,Pakistan,India
Won,8,wickets,Away,Gros Islet,23-04-2011,Apr,2011,Apr-11,1,Pakistan,WestIndies
Won,7,wickets,Away,Gros Islet,25-04-2011,Apr,2011,Apr-11,1,Pakistan,WestIndies
Won,3,wickets,Away,Bridgetown,28-04-2011,Apr,2011,Apr-11,1,Pakistan,WestIndies
Lost,1,runs,Away,Bridgetown,02-05-2011,May,2011,May-11,1,Pakistan,WestIndies
Lost,10,wickets,Away,Providence,05-05-2011,May,2011,May-11,1,Pakistan,WestIndies
Won,7,wickets,Away,Belfast,28-05-2011,May,2011,May-11,1,Pakistan,Ireland
Won,5,wickets,Away,Belfast,30-05-2011,May,2011,May-11,1,Pakistan,Ireland
Won,5,runs,Away,Bulawayo,08-09-2011,Sep,2011,Sep-11,1,Pakistan,Zimbabwe
Won,10,wickets,Away,Harare,11-09-2011,Sep,2011,Sep-11,1,Pakistan,Zimbabwe
Won,28,runs,Away,Harare,14-09-2011,Sep,2011,Sep-11,1,Pakistan,Zimbabwe
Won,8,wickets,Home,Dubai (DSC),11-11-2011,Nov,2011,Nov-11,1,Pakistan,SriLanka
Lost,25,runs,Home,Dubai (DSC),14-11-2011,Nov,2011,Nov-11,1,Pakistan,SriLanka
Won,21,runs,Home,Dubai (DSC),18-11-2011,Nov,2011,Nov-11,1,Pakistan,SriLanka
Won,26,runs,Home,Sharjah,20-11-2011,Nov,2011,Nov-11,1,Pakistan,SriLanka
Won,3,wickets,Home,Abu Dhabi,23-11-2011,Nov,2011,Nov-11,1,Pakistan,SriLanka
Won,5,wickets,Away,Dhaka,01-12-2011,Dec,2011,Dec-11,1,Pakistan,Bangladesh
Won,76,runs,Away,Dhaka,03-12-2011,Dec,2011,Dec-11,1,Pakistan,Bangladesh
Won,58,runs,Away,Chattogram,06-12-2011,Dec,2011,Dec-11,1,Pakistan,Bangladesh
Won,7,wickets,Away,Sharjah,10-02-2012,Feb,2012,Feb-12,1,Pakistan,Afghanistan
Lost,130,runs,Away,Abu Dhabi,13-02-2012,Feb,2012,Feb-12,1,Pakistan,England
Lost,20,runs,Away,Abu Dhabi,15-02-2012,Feb,2012,Feb-12,1,Pakistan,England
Lost,9,wickets,Away,Dubai (DSC),18-02-2012,Feb,2012,Feb-12,1,Pakistan,England
Lost,4,wickets,Away,Dubai (DSC),21-02-2012,Feb,2012,Feb-12,1,Pakistan,England
Won,21,runs,Away,Dhaka,11-03-2012,Mar,2012,Mar-12,1,Pakistan,Bangladesh
Won,6,wickets,Home,Dhaka,15-03-2012,Mar,2012,Mar-12,1,Pakistan,SriLanka
Lost,6,wickets,Away,Dhaka,18-03-2012,Mar,2012,Mar-12,1,Pakistan,India
Won,2,runs,Away,Dhaka,22-03-2012,Mar,2012,Mar-12,1,Pakistan,Bangladesh
